16	16
117913840.000	41872848.000	59208192.000	27159142.000	17432684.000	-30701588.000	22444392.000	21046502.000	22073766.000	-60233356.000	-31408252.000	37178420.000	17006610.000	-61368196.000	1462373.000	25375264.000
41872848.000	140353056.000	-47113704.000	-15052554.000	-56709820.000	-2141322.500	5027390.000	-20250056.000	-631318.500	8105873.000	-16209826.000	30109250.000	-31371696.000	19253688.000	14901468.000	7436602.000
59208192.000	-47113704.000	151932928.000	-11299180.000	56620128.000	-7744191.000	9885960.000	28661056.000	1899.500	-55231976.000	-31722298.000	12868985.000	-2226725.000	-52002248.000	-16653312.000	2218778.000
27159142.000	-15052554.000	-11299180.000	141691488.000	63675912.000	-4322009.000	12209972.000	5950502.000	33685616.000	-47840732.000	-393605.250	25045524.000	-12374182.000	-28545124.000	-29822022.000	-39359104.000
17432684.000	-56709820.000	56620128.000	63675912.000	138325952.000	-7831150.500	-32029644.000	7129150.500	39034224.000	-24068480.000	-30160088.000	27696590.000	20273784.000	-42126760.000	-18878078.000	-24897462.000
-30701588.000	-2141322.500	-7744191.000	-4322009.000	-7831150.500	99935416.000	-54175584.000	-11068879.000	-48303292.000	14852684.000	-10717494.000	731479.500	-41565096.000	39915400.000	3847648.500	-60097576.000
22444392.000	5027390.000	9885960.000	12209972.000	-32029644.000	-54175584.000	171706848.000	61663916.000	-17487218.000	-48678016.000	63152440.000	-50834320.000	-11391648.000	-27688948.000	351777.000	19223242.000
21046502.000	-20250056.000	28661056.000	5950502.000	7129150.500	-11068879.000	61663916.000	127616456.000	-15639600.000	-48057920.000	65966576.000	-22092780.000	5633324.000	-32712812.000	13094646.000	29659746.000
22073766.000	-631318.500	1899.500	33685616.000	39034224.000	-48303292.000	-17487218.000	-15639600.000	113651304.000	8362066.000	22126264.000	28463780.000	8771212.000	-61107520.000	-8843415.000	-18861100.000
-60233356.000	8105873.000	-55231976.000	-47840732.000	-24068480.000	14852684.000	-48678016.000	-48057920.000	8362066.000	128875320.000	-20544244.000	-38254872.000	8119188.000	-5525249.000	43487776.000	22383488.000
-31408252.000	-16209826.000	-31722298.000	-393605.250	-30160088.000	-10717494.000	63152440.000	65966576.000	22126264.000	-20544244.000	145413984.000	-15397619.000	-32229316.000	-6881078.000	2090324.500	-65292320.000
37178420.000	30109250.000	12868985.000	25045524.000	27696590.000	731479.500	-50834320.000	-22092780.000	28463780.000	-38254872.000	-15397619.000	80200744.000	-17146120.000	-6806382.000	-4136501.500	-27110866.000
17006610.000	-31371696.000	-2226725.000	-12374182.000	20273784.000	-41565096.000	-11391648.000	5633324.000	8771212.000	8119188.000	-32229316.000	-17146120.000	121320184.000	-9325001.000	-16476023.000	54963368.000
-61368196.000	19253688.000	-52002248.000	-28545124.000	-42126760.000	39915400.000	-27688948.000	-32712812.000	-61107520.000	-5525249.000	-6881078.000	-6806382.000	-9325001.000	110172528.000	-21909876.000	-18822096.000
1462373.000	14901468.000	-16653312.000	-29822022.000	-18878078.000	3847648.500	351777.000	13094646.000	-8843415.000	43487776.000	2090324.500	-4136501.500	-16476023.000	-21909876.000	106509816.000	59273956.000
25375264.000	7436602.000	2218778.000	-39359104.000	-24897462.000	-60097576.000	19223242.000	29659746.000	-18861100.000	22383488.000	-65292320.000	-27110866.000	54963368.000	-18822096.000	59273956.000	169707648.000
