16	16
1940.080	-1071.250	2049.120	7.330	-1079.980	1109.250	4978.790	-4062.040	482.650	4915.250	4467.960	-2919.720	1353.710	1968.370	-1533.750	-2044.170
-3602.410	-198.930	1493.940	4584.030	-4028.500	-4352.910	2087.210	1119.750	719.870	698.890	4249.650	-2399.040	4963.420	597.950	2238.840	-2911.520
4526.710	-712.050	-2719.200	-1553.280	582.190	2444.590	4569.680	-3935.160	2359.830	4037.640	3330.120	3898.530	-3809.010	1981.360	2039.360	2773.580
-3217.580	3718.290	-2457.410	-2246.070	-449.630	4629.800	-941.330	-4729.760	-4486.320	-1691.690	3056.200	-4522.910	-908.750	295.040	-2434.430	-1382.050
4582.990	-153.620	-2750.330	165.180	2475.960	2004.340	-3584.990	-4979.230	-3773.040	-69.880	3919.310	-2582.050	-3088.520	958.660	376.530	3878.900
-323.060	2919.120	-3367.180	-587.690	2548.920	-4123.520	-317.450	-1752.410	4369.790	-2261.260	-1275.320	-1538.960	-1781.230	-3524.760	2078.990	-2198.240
-3493.390	-486.350	-1848.070	3982.570	-3482.010	4751.940	4003.350	-2255.050	-317.950	2922.650	-4652.100	1593.530	4066.300	724.430	-4342.580	3928.230
-1356.460	-2709.760	-1659.470	1377.450	-1833.270	-1791.930	4625.040	-2463.490	-3868.190	3534.710	-3817.460	-649.420	-4990.050	-1553.470	-2662.670	1701.560
2960.180	-4325.750	684.130	-336.840	-4573.820	4872.470	-2406.890	108.240	-2019.900	-2058.990	1886.760	-2953.610	-1149.570	2544.180	1159.610	-2321.040
19.420	-314.860	4056.420	-1628.860	-1921.800	-1133.560	-3907.360	4395.010	2586.150	-2724.810	-1254.410	-2218.910	721.720	-3732.090	4482.650	3866.890
-3057.830	-4648.240	-1469.950	2553.350	-4775.780	1123.160	-2338.420	-1795.680	-750.840	-266.660	-4564.300	3099.590	-2722.490	-3219.690	-4221.460	-2518.080
1465.450	19.950	853.060	-271.360	-928.610	-2869.300	-876.350	-3342.470	-594.110	-1945.770	4623.620	312.600	-677.860	4106.260	-820.520	-3550.700
4458.030	-2105.480	4002.660	-132.760	4017.680	1849.230	3071.570	3451.830	-3417.440	-1307.740	1551.410	-1139.920	472.570	-2485.050	-3473.010	2123.010
-2280.110	2380.060	-3148.350	1791.280	4510.760	-3839.710	-1366.200	4101.640	-785.480	-1742.590	-585.770	3536.660	2548.670	-1221.300	170.960	-2808.320
1673.230	-826.390	2058.920	-4124.110	-3977.170	-4684.530	-487.280	-2394.600	-992.260	1249.120	-3349.530	-334.700	3764.070	-1822.540	1973.310	1668.960
742.510	-990.050	3645.230	-4561.750	170.240	-2720.970	4539.890	4384.760	-4278.570	4139.110	-1893.600	-1544.910	3102.810	3277.360	646.770	4961.030
